Table Key,Building ID, School Dist.
34017,9fad2bc9fbb983dfa8586df2f7fc3378,27
103238,0,28
14268,d035ac9dbcdcce1604dd97ad7189f70f,14
8399,0,28
109516,18f6eb16d2f3e9885cb4a5d0a40791c6,28
103626,e9ae1ce23f3c4c16e0861b60d69b2a6f,28
8834,40c7c2385b7d8d6c4e3a416274f4b6ff,28
36056,f08e0056116d88f910c3ec4bb553aeb7,28
36017,a26dc6b0877e3fab8b4594d3d4bf9b83,28
15689,67c0047df91332b3aa1339d485eebd1f,28
26850,0,28
28401,77556abbcd065b7e87cf3a5163c5d750,22
27353,f5e976ad1487c5cc3e198dc9fead77c3,28
34861,9bba464cf082785551cc76cafa637144,13
76580,fbd868c9b4d3d5b5774f644871482503,14
20185,0,13
108160,0,28
38351,8e7bd3cbdd67a0dcc719224a41699d2b,28
8091,0,28
46155,25a9e43872afca4412d6818f8d28c4ed,7
11487,0,27
57439,dc457e797ba2d9c7d01553dbd7b5e116,28
123585,b33d54d96db5678eb189e9e83e498b6f,6
54116,9cae86553955a0269dad29c882f1fb37,13
66621,ea9045106c4e1fe52853b6af941f1c69,28
43758,92fac62c9f219b584d40065698c48889,28
29719,314e8f1c9fe61b95e8eef49c404343a6,28
27615,ca9c594aba4534beae6ce71def209994,28
46442,e04588d0f29472925850d7095a543520,28
4836,cb0ecd5356125b546833239efdb154c2,32
320,5afe2b9a096204ebce976e5546be668e,32
1105,42a299772301e00d8e226a4e50050fc7,29
63138,ccc2b5cde5efc6df20b341e1628c8410,28
94302,fb377bcb3010127d6bf0747e55a15f70,28
102631,20b8347e913f2274663c8124c47a3eae,28
97151,5855d5dfcaca9da6cacb1f389fd383bd,28
10771,7a9ae106c9bf463c73963c4d40f332b9,28
90132,0,29
81408,dc5ba21327500348ccb4cedf391c1228,13
105755,0,25
43630,b1133cf9a518f86ae1831db94f6b4bf6,27
65110,0,28
32243,53f9b5768fb765f7a97ad6c9f0009dbd,29
36392,1802e71266039f33cc1910dbed9cfcc1,26
73178,750f265a50473ce6c515bfded25e24f5,28
47176,3471bc324ab99b92a5b56763d25c8cf3,28
57501,96274288c84ddd7d5c5d8e425ee75027,28
54004,1edde1c89233fb1b1a38c53e992b0756,28
76968,f420baf129841bb0fb60a7bf9c27fd32,14
35275,e7bfbbfebb5d308693c936d9bd1bf62a,28
43008,11e1dec9d14b1a9e528386a2504b3afc,28
15690,128d4af0683efc5e1eded8dc8044d5e3,28
42849,d89f514c3ed0abaae52cba7017ac0701,28
53379,3f5e270b8161c3e8d7b72400b7373247,25
67447,4536d999c24c6f4723a5c1ce3e17860b,28
115192,f11bff016a02f774e99f82cd1d94def7,28
27095,91df6cc0b3733807759f7c6d22fe1653,28
55672,dec7c3a848a6149cb78cc36357b27886,28
16717,63d4ac5fce65b8251474533b3261f205,28
24163,38d6074584d4a6d34fe97a8af38f341e,28
22587,f9fad4611b83034a014ae94b60566b96,13
79197,e9ae1ce23f3c4c16e0861b60d69b2a6f,28
22261,3771dfb4f76d31d46512e1a2bb1a68d1,28
33918,2c5b57bac945e2a75136d58e72a33b24,29
75683,abb2b16b6783b5cbfd63894f26581576,26
69552,56ccbba416736951d8f4e7a08c214fcf,28
96775,bb8658a3e432fb62a440615333376345,28
76138,3cbb7b739404ebf6a023f4246ddd9117,31
78150,65ce068d10ade85cc097134c0f6836c2,29
2119,87549821ef28bfd6439419baa9cb6a33,28
30170,18b2a8a9109265cb7b369a925e384f87,28
112326,daa8602f26a65e59d7bf579b06342860,28
97086,29a030d31b30554c57bb1178bd77cf17,28
3753,0,28
88375,0,29
77205,880b1f1686459ebdae4a154ae5b75f66,29
36434,36232c232da0dab08ceb57f8f6725ef7,29
88979,0,28
96112,2454e24716f0ab99bceda6bd7757422e,28
40384,39e0fd76dd41985daf2ef025357827ae,28
68509,ca6692a07daa351f09ba9f9b0103aa85,28
23956,0,32
17213,26b7ab18fb7c34b2aa6c77a4e5c5a327,28
39316,be6b7c3fdf3f63a2756306f4af7788a6,28
49407,1dbb2d7119b8365b5371e1e12690a032,29
72090,0,28
1663,a4afe6103a1effc9558bde91c2124298,31
93176,0,28
74873,50f58689c3459501492bdba2096732a6,28
52483,70a6428e07a9a4e43cfd946ee2cf7851,4
50829,329298f8692dc55f849409d24ce72209,29
25669,128d4af0683efc5e1eded8dc8044d5e3,28
54883,c4012a3a7c9f48a7a9af430318b723e0,2
39293,bea550cdea4b86747677cc108b3e3c81,28
115793,12d86288f53923a8e8e9dde7719f7269,22
75305,11145bcaadb1c01d8cdca8460eccfdea,13
57022,2d50377549edd9be35dd61a109b45571,28
82458,0,26
6906,828a08c79d896acc7615e9cd1a4004b3,28
95566,a857f3c4b8701f4f26c21db75b307377,29
14168,7bf1fffad987a227215cdbc5fe24fbf1,28
840,636d75aff077212fe787dff185601983,28
38836,6ce872b483cfcbb32ea805604d44ef5f,28
66170,bd3c4308c1a110deda5a09c5985a3f4c,28
33229,ff042714a26de9f1ccc1d1a683767740,28
67119,cc5c065e475b7a654c8f6d9f1bd8418f,28
17615,a1f0e7a0eba3fd18ee76031b8cf51faa,28
62838,adc60175c23f23a9b3cf3899c7cf4842,28
120299,0,13
120938,70504d219734b6dcaace8b7bbff55ced,28
116664,951043fbb2622b2ab0e0623366d9f6dd,29
52853,0,28
120482,0,28
50483,bc53e8019fbc1fc8750879612e44f05a,27
121939,0,28
47342,e7af77a3a3620068811bddcb970e502c,32
122330,0,28
22394,bc44310f4b6528e1b36066359d8941f7,28
14169,5a922b81c28dd44b2ffadf603c90c0d5,28
57447,abfbd1270804135558df0158be40c511,28
44372,1800a1c571988c6f8435a2695e242967,28
14550,0,28
39514,7bb43faedaa98b0a6d1e8b1195515551,28
14929,80202fc917a6bd58149129b49fb88df9,28
44359,691c71e8c1680624b41775ccbd61b16a,28
79098,78e50c94b33bb1ceeb5f4c8ff7455703,28
68934,0,28
41462,41b3f5da3a9d25611fda51a320de54f4,29
53925,f4fce2be9d94d6ee2f4449db343ff8e4,28
26023,128d4af0683efc5e1eded8dc8044d5e3,28
22886,dfde6274109343de224bbac1a2c0e101,13
107986,aa1739dd95a05fe1892f4c18d796a4c4,28
74132,0,28
81728,9b36017a091485635df36fb8a6b52869,28
18155,0,28
77458,2e81fcb8153405064a18c4f2dc88bb29,28
6592,92fac62c9f219b584d40065698c48889,28
34465,be82e4f83a4f5b6b0f0d6713573f4f14,29
61928,51b34cd054435b45b6412339bac0a484,26
35981,67bc2a137a7fcf2e878a79a195f1b614,28
123394,3fd1e55758fbcd8cb9560e17b4dbb07b,28
45017,0,28
100535,56b4467acaf65e8ad7b96a6f90956716,29
98152,cc2a2644055b2c84ceb7512c31672a8f,28
84562,184b96ef8b1cca99386485c63e34fd9a,30
52861,5988a2fd9d3a687b3250e87fbdc4dd69,14
1590,81be0b4afce47cd462d246fb0a34181c,28
34399,0,28
104462,469e63b693a66d9d148445e645044a81,23
4617,bd6eee912a1558d3cc23cba73c7052af,7
43504,9ac859f5997cfdf688ead72137c8d9a3,29
1777,d876f52470ecafaf62629e75349d439d,28
39417,3b94753a440a1fccd7d85af3d736cc63,14
25788,0,9
64300,f10d98f7eb8b5671d904bdc965f4e200,28
72962,058890aa22822b40c839add9a4af8bf1,29
93797,88fbe25b4727f3bcf825f4b38bb296cd,29
111794,ac90c3e8e9497467158f5235db875810,27
90593,71cc5c6c4ab89d3039e91310d86a76bb,None
4953,0,28
109788,57efa26ca6f2a3a6120e0f2e3972c39b,28
17681,f6dd0f6ce5673afae793461bf7e9ffd5,28
36581,822218e31f16f6b6d8a332bf271f4361,28
25659,0,29
31624,7a0d67656a2bac8362215baafc9117ce,30
4786,7a9ae106c9bf463c73963c4d40f332b9,28
101904,0,28
57795,05932db3a59e396c788d27f3dd703a87,32
90998,766241ad10fb6a35b12b03758d86cd5c,13
8630,71b076c104e45181483dd155c3a9f9f0,28
68187,c75133b5b45d985fc8dae3fe2500e1a9,28
115079,093f64f52a6e43ba5e8f12bec8200554,28
55587,901fb2c801749c921d750587887b07fd,28
37539,0,23
28034,762b38f158cddffdb94943d8823e96de,26
52620,f5c613ab6bc21f3acc2dbf1d5bbb4ec0,22
21977,6c2e94da6d0b0167039ab2c642f4b80e,28
11887,bfb9405149bfff42a92980b594c28234,28
95697,49b7d3e3cd259b4106d9f6795c22fd56,28
100751,b481f39d574f9efe4181ec6e687aab18,28
111453,80a120d6bc3aba97f40fee8c2204524b,28
84156,0,30
62744,a068b783287190d47d1564ab4d898675,28
102977,0,28
93014,b23023554ae5669c9c35ca85019a1791,29
82684,56838bf2f7cd5a935a859222806218eb,28
38791,357e80d7a4de756114c61fb673d81164,28
117752,ba8d7c2dc0ed9710911cf36aba360b01,28
23580,012fcf2833e0e07897b682ab6f82be3b,28
26298,53e6528b123170ccb903bac85c146af9,29
22759,ee92ad1183f255ff3abda099dc567215,13
20779,f8009151babfad197b48f6922eec99f2,28
10624,b046ae0608c6331dc6f77f4d293a305b,28
73250,a99258783731e0143ea6b8ed7cee50f0,22
39252,0,28
41538,40c7c2385b7d8d6c4e3a416274f4b6ff,28
71252,0,30
78286,abb2b16b6783b5cbfd63894f26581576,26
84429,472717fb9397e31579c829eb06de371d,28
100160,46b7445a63c21569aa668295c00f440b,28
17992,4653235b4882ba33ace3c53ea8d22566,28
15888,ced6dd930821917be8b1dc35cd502ad5,22
20386,ab2d0a006ef0193573cd1040ec4835c6,6
100221,878a9070fdefc740810986f8d1d91b0b,24
63315,274fd8c79888150d5bb18e368067c866,24
111117,708f5f254657abf78358e8b5ee5ec95f,28
82441,b3b3bb23497fedb4e68dfa182e272bb2,28
48873,6738d796131bf4c59446fcd95bdafbfc,3
100297,0,28
58433,57ef86c28a8ae482dc3a3c3af28e8e48,28
12016,691c71e8c1680624b41775ccbd61b16a,28
5177,b2563e1f6a7a2dfcb5249acbaa2753da,28
59301,6a034f9b0c98d01d7167a5cc3d56ad52,32
34805,0,29
53831,3d709b2b721b1b79a67628bf74e18232,28
82035,210a5e99e1d90fd6ac8390de34da3d5c,28
88311,0,29
118320,96274288c84ddd7d5c5d8e425ee75027,28
123228,195606c5de48fd8dbfc8e93e9d3876c6,28
85287,0,25
44115,96274288c84ddd7d5c5d8e425ee75027,28
85337,d113761c6694b87470cb5dc2cc9a2a8d,28
111833,bd93993052370b66755cb4af017950fc,32
15878,ffb0ee9c48ab064f09416bf38eb00a4b,28
16025,92283e84587371f01961478aa906b19e,28
94884,9c926bb8e5354ae22f3ebaaa3d1ee282,13
99680,9f3e8810f2e35199fb71b3f5d6c47638,13
87646,0,28
49600,53f9b5768fb765f7a97ad6c9f0009dbd,29
108087,e0e129c0b5720ce7c5787536dd709ba0,28
55590,17e43c1ef6d2044b50933f6bb28c4020,7
32049,d66492cfc7f3d8d9f20a158eaf6b8f3d,28
12833,3a0b3cfa403e83c98f7c31b1fd4217b5,28
119433,5b2652311f5604103612368a57494ab3,28
60124,0,28
14123,c0c1de7f97d7474b1068b6332576a28d,13
17651,6134e7c4dd1a98d9aee36623c9872b49,28
54062,619985d8f52536680e351e486486d1c9,29
15592,ed7eff183cf5e81bedc797be97a7c0cd,22
116571,d9586931e798234e400f348bccaf5215,22
32072,96274288c84ddd7d5c5d8e425ee75027,28
116078,9a2e92a415e6312356eb9c2a2f4a1b2f,13
24090,4a8bc449d73570bf5eb780c1f0b81313,28
81422,c85df93dea80fc73ac2832f9e734addd,7
116267,7685c8a87465db9c5877f02161b1c268,25
61987,83ec3cf6c56a458b9f0cc455fee2d000,28
107884,0,28
76243,b7b3d37b0b467deb6b86723a0b5f133e,28
80359,3269c2bdbbca7846582de8a174462ced,28
44735,0,9
38168,5cc0e425974806d421b22fbf467a2271,29
56823,99c7d3dd1e1ecbfbc6930ade3119f703,28
77082,d0234abbc01a982d54e8d446acc03405,28
48160,9621fada11e3dbc6a4e068f24254344a,2
51703,0,27
74005,0021440c04241281a436ec21accc40b1,28
123291,b0641da95a38af8979c6261359005e8f,23
99911,adbebb6e1c77aa5b78bb7996b3799009,28
22985,8802d5c0d6d59e885631a4fc613f5792,28
41187,c06a207578dacbeac2ecf8df111992e9,28
19566,0,28
56719,bb8658a3e432fb62a440615333376345,28
13357,486d3691c72513e142b7567f21394f85,25
78463,c5cdd358cf6a008448f7a2d1cf6d94a9,14
112194,67640f5755d720ca5bb42144b50d08dc,28
38967,93311e4f21f4538715a50e2148cdc8d7,28
88795,df31a1facdd436a204db8717feb385bc,13
69639,903494863a01b4c21512eb4d2a3fafe5,29
50191,78e50c94b33bb1ceeb5f4c8ff7455703,28
37278,93a9daff79863e07f9ee2e8fb6ce097f,7
13589,049cc87c01ee103027d320c6a25a78b3,22
111390,788211d0352e3e5e89ea0f40797cb3c4,29
101337,0,13
39046,2adec6e74a834940cde0f05a8684d08f,None
4930,61e8954b2236d9a685396c8656e3c59c,28
9396,747c848c4665288753739203f57fc109,28
116093,7967a1280bf3f7644500fc79d2696b0e,28
22865,be6b7c3fdf3f63a2756306f4af7788a6,28
118262,0,28
100391,0,24
37321,0,28
67357,0,27
18046,0,28
39193,de7583f71879d2f3c6474337992a99ca,28
92542,3220ab0fcb30725a27cd4b650c6fefc1,28
92643,e7ea2659e67746353e6c8d61b50781b4,28
7702,994cc709e8e6fc027379689b9dc3fd88,25
10984,8fdd765caad2697a73973e1dd256d817,28
98908,96c2b92ebff9a59ada9027e1cabe5c74,27
57399,9ba648429041882d0430b837f189a883,27
72723,ab4577c1b9e454a4c37f99f5f619a1c6,27
50545,5398deb63f23bf097f2a46db23a5f582,28
15663,6ce872b483cfcbb32ea805604d44ef5f,28
120631,0,28
69530,0a7a527bbc21f14dda39af5085bc6bb2,29
64271,e04588d0f29472925850d7095a543520,28
9185,f68039ce86f4959f59428095b08dd559,28
10301,6134e7c4dd1a98d9aee36623c9872b49,28
74081,0ed9444c04cd30c04fe1a133ec85aeae,13
110816,a1d11427cf87e453dd7eb2e79f0fca20,32
116795,a7c9acb6ec719897ee6b8a22e977af34,28
50297,3662780f0ef83fed00aaf4375d5510d5,28
27683,195606c5de48fd8dbfc8e93e9d3876c6,28
50816,11e1dec9d14b1a9e528386a2504b3afc,28
6992,ea4bd4377b601c59419229191c6d4e9a,24
113106,5a5b40ea980ffd03968fe45e69964e8c,13
102693,0e7d50383528347ec4b3c05cb6145b49,28
118642,e473a12c4201852311efb5d5aebb5519,13
30707,8dbdafdf2f5f3ac31ecd0c41c6858669,28
91082,f03ffe1a788b488bfc55a468c4dcb3e6,28
69056,a635a991e4e6a1606a2ae860b6196178,25
18335,a433bb20f3f94e3f3e6700286e351638,28
99897,686a31bc2d855551799ab0e0f68e7eb2,2
12534,fee4d465932160318364d9d48d272879,28
22437,6ce872b483cfcbb32ea805604d44ef5f,28
52720,ddb09ce9e9a73eb2d2132a7ae9bc4861,28
91230,7220628f5a2869f31d21697789b07313,6
16933,d8b20f7bd163403c49d242d50607cc0d,29
42977,944df7ba25c2bb9102189e0e4791daac,13
35691,f4744660058d6957297096d40cd56a82,28
75523,7c85b28ed9fa1a07419f05c88b1f2473,13
79110,c94301249b8c09429d329864d58e5b82,28
116981,9969815f0f239c91bc23845f69e91bd3,32
27986,28d9ad350afeaab8027513a3e52ac8d5,28
49350,5db4639fb15d93c42c78bbd812eb011f,28
78160,cd759a988b8f23924b5a2058d5ab2b49,28
48079,0,28
32485,a6b056123be4c6a9ab37e2a1afcbf57e,28
114758,dd202d4406ae9fb2f4b8bd07db5066e8,26
102362,c3ba40552e2120b0acfc3cb5730bb2aa,28
61063,93cd24891f8423d45ac587ab1fdb1225,28
5524,5793c3a7541c9030b70652abda9cf4f0,28
65966,11e1dec9d14b1a9e528386a2504b3afc,28
30860,2e33d6fe2a70bbf28e6e06d86bf2b2af,14
34648,fee4d465932160318364d9d48d272879,28
9869,9298a463e319e78d895526ab575c15cb,13
65913,96274288c84ddd7d5c5d8e425ee75027,28
46654,8b4babec70084a44f7b14506bd569a77,28
119486,67640f5755d720ca5bb42144b50d08dc,28
95301,d0234abbc01a982d54e8d446acc03405,28
100185,0,28
23583,0489020c476b77b904559f584349f847,28
57287,9a70ff022426e2e04c8dc43f6afaf426,29
62532,0de97434d3c89fde23d42429f5867ae0,28
73946,0,28
65588,763c879ec0f9ffae239240ab8e59b120,26
2578,04bfd6f28be788e8c9ff61deb8f39f6c,13
19776,59ce32ebd9ef384cd2954b49b9c71be4,28
66589,14120e04d7b4e0e470c2efd3294c696e,28
50809,0,26
117479,f68bf347f99df026f4faad43cc604048,28
116902,47eabdf0346864a6b77b630008efe56d,29
17499,b6e23dcf448fcaef1ded4a4fd869b82d,29
67236,0,13
34375,e7ca18b4949570b037741cc068375ccf,29
4723,9181338d08c70c39d755a0c97f724a86,13
16568,12bb39f4146a119fe8701703b5975368,28
89899,0,32
116115,60e0cabad3cbd73fc1e0d37b3b80f359,30
106316,0,28
121748,5b2a9b7dafd8e1447062b64c67682d57,13
101899,0,28
4939,80911ce8a425daf4989ea8a4bccc41a7,28
12409,0,28
86207,7a578efe0a5c2efb602e990393f7c0fa,28
27690,0,28
104532,0,28
41308,b052c56d0bdf60f70522b8ba1cbc370e,24
51050,2481aa22a7f71353f64f9605494a0773,28
59130,87b505b2700420fd33a09398d5b282c3,28
68079,a6fb47bf44e73e699b9acf3d8cde48f0,28
118350,cb738baa3330c57592981538d5960a98,32
52668,ed7eff183cf5e81bedc797be97a7c0cd,22
121599,8dd3b8f365c2755b2b2bb6139f5d36d2,28
33115,0,27
12357,44b809a6fea4fcd29e884e6fcb86f158,29
80052,576454305e002c8adafb7ea6ef4f3bdb,28
86746,18414258f61615785c3904f34e987b91,28
23493,791f7d893bfbfe924af7925ed8575436,28
8855,93cd24891f8423d45ac587ab1fdb1225,28
42636,ce6d18bf3238e668b2bf23f4110b7b67,28
32363,c24c3fe898fcf801d631d4b018b8b760,13
20583,f52afaacbd044cb08a8b1022d7ef9322,28
105922,bd1ecf08e112433f93d22bb7dd7e7733,29
73861,5fb96990fbab79e8b88707fb477eec2f,28
30903,8b6837c814f880f36e468ecb2ed8e15b,26
14719,cacc164720c0ccdcb18d91d01d5aa576,28
55347,62772db889c5fd564f47eb5d46e64e4e,28
28815,1d3cd6e1a17a6985c6ec4b330b58ed12,27
120281,63fe17c3da07caf9594472742af1f80a,28
62828,78e50c94b33bb1ceeb5f4c8ff7455703,28
68761,3fd1e55758fbcd8cb9560e17b4dbb07b,28
8808,8fdd765caad2697a73973e1dd256d817,28
114399,0,6
52812,7134a034db9cc652ad1bedef3663406d,30
70213,0,28
75698,e03e0f9a61cfa10ca5e39c0310a238ee,28
103213,9a66a4682c43ff01758518b6a23c4dde,13
116755,71450f00d46e576bfcc0cc5b18825284,28
122826,11e1dec9d14b1a9e528386a2504b3afc,28
75257,6945af61324a7525c37453ae396e09e6,28
19169,0,3
30601,0,30
81534,a012d229cedc81e635aeaff1d4452095,28
84165,b491b11c7eafd39aabdb9a9f0acf88b8,29
72137,750d1d887503a36088be8f58f15aa2fe,28
73727,0,28
28449,d649c3a6e12b5f993603770c496a6297,28
81570,0,28
26410,18f6eb16d2f3e9885cb4a5d0a40791c6,28
107633,0,28
32352,ac6114a130a198f377ccd6912bcc91bf,28
18841,10b5eee3f20713045d63d6032c8a3a91,28
12688,7967a1280bf3f7644500fc79d2696b0e,28
48518,d4f23121dc558fba3efe1479257b664e,28
71177,a78aee573c03118c389f48a6e315bdbe,31
